gene_ID subst L_accius P_sennae L_sinapis C_cecrops D_plexippus H_melpomene P_machaon B_mori
XM_004929863.2 dS.dnd 0.600111 0.396946 0.413459 0.564754 0.505335 0.462553 0.686294 0.259798
XM_004929865.2 dN.dnd 0.0590855 0.0543003 0.0595023 0.0604484 0.0424285 0.0275844 0.042825 0.0438051
XM_004929865.2 dS.dnd 0.645774 0.490667 0.6633 0.69333 0.602519 0.603049 0.607872 0.353245
XM_004929868.2 dS.dnd 0.581672 0.401349 0.630388 0.638804 0.552156 0.439384 0.665253 0.351567
XM_004929868.2 dN.dnd 0.0324911 0.0198707 0.031068 0.0430196 0.0234089 0.0265673 0.0326746 0.0295386
XM_004929880.2 dS.dnd 0.5947 0.489382 0.631798 0.627572 0.539924 0.553434 0.508431 0.302273
XM_004929880.2 dN.dnd 0.0986545 0.0717648 0.130676 0.156603 0.123142 0.0853742 0.0833482 0.0565207
XM_004929888.2 dS.dnd 0.557631 0.445543 0.654541 0.59393 0.565195 0.511739 0.61653 0.30995
XM_004929888.2 dN.dnd 0.0955138 0.0403801 0.125608 0.0776798 0.10686 0.117812 0.0947385 0.0438903
XM_004929898.2 dS.dnd 0.673356 0.52556 0.659939 0.711992 0.560531 0.55618 0.619561 0.362839
XM_004929898.2 dN.dnd 0.0401986 0.0348891 0.0295632 0.0377025 0.0326837 0.0184139 0.0403567 0.01663
XM_004929906.2 dN.dnd 0.0773963 0.0467229 0.0897156 0.0437472 0.0582877 0.041766 0.0610157 0.0523783
XM_004929906.2 dS.dnd 0.668855 0.49953 0.666958 0.628272 0.567671 0.523927 0.58066 0.445177
XM_004929909.2 dN.dnd 0.0969009 0.0698087 0.125155 0.124965 0.107065 0.14381 0.111155 0.0911763
XM_004929909.2 dS.dnd 0.689757 0.445245 0.670215 0.604905 0.63861 0.546465 0.594563 0.318541
XM_004929942.2 dS.dnd 0.61273 0.449958 0.6228 0.633898 0.585419 0.507782 0.571648 0.331511
XM_004929942.2 dN.dnd 0.0458799 0.0346065 0.0629666 0.0742314 0.0498228 0.0427104 0.0535395 0.0284877
XM_004929945.2 dS.dnd 0.597503 0.411372 0.683928 0.634824 0.662993 0.45639 0.715486 0.319171
XM_004929945.2 dN.dnd 0.104491 0.0493336 0.161814 0.233123 0.0704969 0.0661929 0.250834 0.0425219
XM_004929962.2 dN.dnd 0.0403218 0.0210602 0.104053 0.0323907 0.118505 0.0176351 0.0284212 0.032025
XM_004929962.2 dS.dnd 0.636659 0.406254 0.533779 0.626037 0.719456 0.618504 0.575459 0.365063
XM_004929963.2 dN.dnd 0.0578354 0.0354052 0.0482627 0.0314694 0.010456 0.0323314 0.0811447 0.0226709
XM_004929963.2 dS.dnd 0.627939 0.447956 0.750635 0.616388 0.611014 0.51928 0.697577 0.315045
XM_004929966.2 dS.dnd 0.575943 0.527074 0.569416 0.606899 0.660991 0.48735 0.503294 0.333661
XM_004929966.2 dN.dnd 0.0571893 0.027253 0.045616 0.0856954 0.0364682 0.0459698 0.0843708 0.0358659
XM_004929970.2 dS.dnd 0.633039 0.507969 0.558236 0.734912 0.548072 0.57184 0.630032 0.314116
XM_004929970.2 dN.dnd 0.025707 0.0164541 0.0240802 0.051795 0.045201 0.0315163 0.0910443 0.0231239
XM_004929971.2 dS.dnd 0.537597 0.444229 0.504885 0.626222 0.551436 0.539952 0.562829 0.315269
XM_004929971.2 dN.dnd 0.13932 0.044483 0.0528678 0.133326 0.0620033 0.0954175 0.0945705 0.0546487
XM_004929987.2 dS.dnd 0.537385 0.528028 0.645314 0.582334 0.65145 0.641812 0.474427 0.316537
XM_004929987.2 dN.dnd 0.0773466 0.0491175 0.0321707 0.0791747 0.0170616 0.0433266 0.0468616 0.0201355
XM_004929992.2 dN.dnd 0.000603008 0.00034666 0.0118652 0.00836197 0.000597322 0.00396586 0.0388924 0.00481133
XM_004929992.2 dS.dnd 0.4675 0.326518 0.481532 0.475414 0.569392 0.448755 0.492763 0.279299
XM_004929995.2 dN.dnd 0.0770712 0.047368 0.121762 0.077169 0.0697579 0.0992686 0.0553951 0.0503271
XM_004929995.2 dS.dnd 0.502128 0.514559 0.613446 0.541941 0.566995 0.453784 0.506732 0.386936
XM_004930000.2 dN.dnd 0.125759 0.106989 0.160454 0.209458 0.096066 0.0616358 0.102254 0.0997225
XM_004930000.2 dS.dnd 0.669278 0.392458 0.544848 0.539046 0.50605 0.687275 0.493797 0.389301
XM_004930005.2 dS.dnd 0.650836 0.395802 0.540393 0.611749 0.586978 0.498373 0.557627 0.354344
XM_004930005.2 dN.dnd 0.0300289 0.0135663 0.0245404 0.0458957 0.0200739 0.00995971 0.0466731 0.00928544
XM_004930007.1 dN.dnd 0.0795106 0.0563488 0.0914083 0.151391 0.0827998 0.0669723 0.110528 0.0559565
XM_004930007.1 dS.dnd 0.613912 0.419757 0.533178 0.69694 0.507746 0.479538 0.522363 0.326448
XM_004930016.2 dN.dnd 0.110213 0.0757179 0.113431 0.104287 0.11711 0.104412 0.0709913 0.0697467
XM_004930016.2 dS.dnd 0.724536 0.522339 0.606849 0.688988 0.557024 0.541787 0.703775 0.315807
XM_004930017.1 dN.dnd 0.0383215 0.0143332 0.0509489 0.053297 0.0504438 0.0419282 0.0470336 0.0313081
XM_004930017.1 dS.dnd 0.576058 0.47231 0.616001 0.58378 0.525269 0.559605 0.52579 0.362773
XM_004930020.2 dS.dnd 0.535786 0.440845 0.534683 0.62927 0.506927 0.493204 0.475409 0.314374
XM_004930020.2 dN.dnd 0.0417936 0.02201 0.0906897 0.0748263 0.0420087 0.0329063 0.0551014 0.023772
XM_004930021.2 dS.dnd 0.38895 0.282996 0.458858 0.529693 0.516817 0.500693 0.432062 0.269584
XM_004930021.2 dN.dnd 0.0093378 0.0149248 0.0443557 0.026906 0.0353498 0.0185735 0.0499649 0.0179788
XM_004930026.1 dS.dnd 0.514291 0.448375 0.614382 0.617239 0.601868 0.579772 0.552981 0.401213
XM_004930026.1 dN.dnd 0.0500244 0.0408249 0.0466633 0.0498438 0.0677859 0.0405036 0.0567571 0.0343747
XM_004930027.2 dS.dnd 0.595909 0.469374 0.601171 0.651515 0.615135 0.556316 0.688939 0.370309
XM_004930027.2 dN.dnd 0.0750977 0.0500939 0.0369397 0.0946281 0.10808 0.0677522 0.087705 0.0481875
XM_004930039.2 dS.dnd 0.583739 0.533912 0.622771 0.758412 0.588472 0.56869 0.59847 0.348264
XM_004930039.2 dN.dnd 0.0493666 0.037457 0.0573297 0.138864 0.0480753 0.0546103 0.0847342 0.0323401
XM_004930043.2 dS.dnd 0.604874 0.369292 0.506065 0.613936 0.462309 0.461835 0.581608 0.283969
XM_004930043.2 dN.dnd 0.0324015 0.0192347 0.0365252 0.0537278 0.0308745 0.0205404 0.0297847 0.0200773
XM_004930045.2 dS.dnd 0.490588 0.526613 0.482132 0.547723 0.518953 0.48766 0.583805 0.342391
XM_004930045.2 dN.dnd 0.0365058 0.0228543 0.0256997 0.0233682 0.0405453 0.0386147 0.0320119 0.0181041
XM_004930055.1 dS.dnd 0.622066 0.484263 0.583263 0.66504 0.607817 0.550934 0.548428 0.319129
XM_004930055.1 dN.dnd 0.107003 0.0574962 0.0612373 0.0870357 0.0667804 0.0702514 0.0880616 0.0441741
XM_004930057.2 dN.dnd 0.0653312 0.0473153 0.051487 0.0559009 0.0270492 0.0481033 0.0833673 0.0342992
XM_004930057.2 dS.dnd 0.523625 0.439267 0.583616 0.595945 0.525895 0.472147 0.58552 0.323022
XM_004930062.2 dN.dnd 0.0614275 0.0305042 0.0479487 0.111606 0.066352 0.0510504 0.0992912 0.0313017
XM_004930062.2 dS.dnd 0.615567 0.473642 0.608364 0.695536 0.573374 0.536722 0.623809 0.340466
XM_004930063.2 dN.dnd 0.0262893 0.0718613 0.0768347 0.0617045 0.0180031 0.0499844 0.073704 0.0386718
XM_004930063.2 dS.dnd 0.536465 0.44362 0.594729 0.721595 0.518459 0.580883 0.591053 0.293435
XM_004930065.2 dN.dnd 0.0903527 0.0515248 0.115787 0.117828 0.0545786 0.0441668 0.0683443 0.0297806
XM_004930065.2 dS.dnd 0.596491 0.414618 0.621225 0.675423 0.640355 0.495283 0.547873 0.324685
XM_004930075.2 dN.dnd 0.0236582 0.0210453 0.040323 0.0445049 0.0266522 0.0334732 0.0406727 0.0129632
XM_004930075.2 dS.dnd 0.512856 0.492883 0.551941 0.595722 0.526171 0.537838 0.538108 0.354065
XM_004930081.1 dS.dnd 0.615262 0.367487 0.62238 0.609579 0.50722 0.535502 0.52983 0.312201
XM_004930081.1 dN.dnd 0.0875622 0.0304435 0.0651185 0.0804389 0.0532423 0.0482329 0.0746756 0.0320676
XM_004930086.2 dS.dnd 0.540023 0.478317 0.543686 0.586646 0.581151 0.56718 0.580565 0.291038
XM_004930086.2 dN.dnd 0.0353617 0.0214636 0.022919 0.0794592 0.0357297 0.0208362 0.0444763 0.0265587
XM_004930099.2 dS.dnd 0.592507 0.468668 0.59045 0.674813 0.551713 0.474609 0.581128 0.316222
XM_004930099.2 dN.dnd 0.1104 0.065552 0.0794308 0.0923494 0.11286 0.0754956 0.10345 0.0588023
XM_004930101.2 dN.dnd 0.036926 0.0337923 0.0654408 0.0723684 0.0647408 0.0437924 0.053726 0.0360636
XM_004930101.2 dS.dnd 0.579785 0.460011 0.58478 0.597287 0.518314 0.507956 0.54173 0.336697
XM_004930103.2 dS.dnd 0.595557 0.48252 0.606568 0.650612 0.574213 0.507651 0.530093 0.340192
XM_004930103.2 dN.dnd 0.0731052 0.0386587 0.0538027 0.153756 0.0696047 0.0624263 0.0771953 0.0453735
XM_004930105.2 dS.dnd 0.553487 0.45419 0.622024 0.637788 0.56959 0.510211 0.527589 0.352436
XM_004930105.2 dN.dnd 0.0419173 0.0286965 0.0465151 0.0646428 0.0354881 0.0377864 0.0553236 0.0356523
XM_004930106.2 dN.dnd 0.0730157 0.0484187 0.0454664 0.125007 0.0621991 0.0431198 0.0544097 0.039488
XM_004930106.2 dS.dnd 0.638607 0.463152 0.591026 0.634773 0.591485 0.485726 0.595798 0.363857
XM_004930107.2 dN.dnd 0.0944782 0.0355072 0.0842668 0.0793495 0.049076 0.0360987 0.078734 0.0433131
XM_004930107.2 dS.dnd 0.513588 0.456905 0.638185 0.512192 0.632928 0.488397 0.419648 0.437488
XM_004930108.2 dN.dnd 0.00993129 0.0107817 0.00990815 0.00385093 0.0113344 0.00839048 0.0127767 0.00542522
XM_004930108.2 dS.dnd 0.542125 0.359975 0.538133 0.526825 0.526161 0.580976 0.471678 0.331882
XM_004930114.2 dS.dnd 0.495958 0.485789 0.644544 0.687685 0.560616 0.473081 0.520506 0.318803
XM_004930114.2 dN.dnd 0.0285812 0.0321787 0.0419516 0.0286464 0.0178253 0.0214664 0.0200464 0.0176571
XM_004930118.2 dN.dnd 0.0607819 0.0384168 0.446525 0.1795 0.0462331 0.0517138 0.103466 0.0296201
XM_004930118.2 dS.dnd 0.583222 0.537342 0.783669 0.66124 0.605829 0.533917 0.596136 0.366409
XM_004930120.2 dS.dnd 0.545334 0.431941 0.562092 0.601203 0.535807 0.457498 0.555917 0.31487
XM_004930120.2 dN.dnd 0.0570861 0.0455472 0.0807038 0.0896302 0.0595703 0.0592162 0.0720653 0.0469693
XM_004930126.2 dS.dnd 0.500596 0.458472 0.605806 0.56581 0.565738 0.594436 0.460486 0.35943
XM_004930126.2 dN.dnd 0.0263143 0.0406954 0.0411809 0.0931582 0.0439698 0.383568 0.0322369 0.0230829
XM_004930134.2 dN.dnd 0.104109 0.0467806 0.0672981 0.192603 0.186233 0.134456 0.1016 0.0752475
XM_004930134.2 dS.dnd 0.579867 0.460217 0.576806 0.599557 0.623776 0.50422 0.595012 0.334505
XM_004930135.2 dN.dnd 0.0854059 0.10603 0.22587 0.140285 0.150629 0.084511 0.10328 0.0830582
XM_004930135.2 dS.dnd 0.624205 0.438248 0.595545 0.705797 0.584726 0.504894 0.598604 0.327818
XM_004930142.2 dS.dnd 0.542962 0.416123 0.566837 0.645454 0.555021 0.515417 0.606495 0.299995
XM_004930142.2 dN.dnd 0.0352303 0.01642 0.0490343 0.0437548 0.0278214 0.0188305 0.0289573 0.0166126
XM_004930143.2 dS.dnd 0.561895 0.501751 0.424143 0.544159 0.544045 0.394062 0.452299 0.36449
XM_004930143.2 dN.dnd 0.0588603 0.0498739 0.0641788 0.0801228 0.065443 0.0427337 0.0516393 0.0445464
XM_004930145.1 dS.dnd 0.579362 0.440945 0.531442 0.61907 0.572886 0.512503 0.555409 0.316419
XM_004930145.1 dN.dnd 0.0825666 0.0721971 0.0899348 0.10231 0.089407 0.0741417 0.0777364 0.0542877
XM_004930146.2 dN.dnd 0.113363 0.0659652 0.135435 0.119411 0.0880498 0.0605914 0.105965 0.0617743
XM_004930146.2 dS.dnd 0.629052 0.453354 0.640402 0.540375 0.493057 0.563151 0.480718 0.233757
XM_004930151.2 dN.dnd 0.0327879 0.0185726 0.0484819 0.0493284 0.0480334 0.0380905 0.0356844 0.0251445
XM_004930151.2 dS.dnd 0.541917 0.436229 0.475433 0.541076 0.501794 0.496122 0.607639 0.29984
XM_004930152.2 dS.dnd 0.630027 0.473606 0.581147 0.709893 0.581364 0.534804 0.522514 0.351071
XM_004930152.2 dN.dnd 0.00762066 0.0103905 0.0287645 0.0183456 0.0168446 0.0203711 0.0135598 0.00270398
XM_004930161.2 dS.dnd 0.651325 0.529894 0.652749 0.688048 0.613723 0.60492 0.610348 0.346674
XM_004930161.2 dN.dnd 0.119647 0.0869675 0.104525 0.101908 0.113997 0.088412 0.079398 0.0576232
XM_004930165.2 dN.dnd 0.0651563 0.0164881 0.0218454 0.0360871 0.0259323 0.00672546 0.0402587 0.0318412
XM_004930165.2 dS.dnd 0.591719 0.417625 0.584788 0.656198 0.527359 0.574187 0.626132 0.352527
XM_004930182.1 dN.dnd 0.0608981 0.0617162 0.0645386 0.191635 0.0730494 0.048338 0.0870895 0.0634338
XM_004930182.1 dS.dnd 0.604929 0.53053 0.686236 0.723652 0.549512 0.511288 0.594752 0.365076
XM_004930185.2 dN.dnd 0.0681816 0.0583065 0.0557631 0.0929786 0.0572329 0.0546925 0.0714471 0.0402178
XM_004930185.2 dS.dnd 0.574249 0.528998 0.607269 0.676765 0.565694 0.545692 0.604285 0.343495
XM_004930186.1 dS.dnd 0.431489 0.405871 0.532562 0.56292 0.520666 0.459258 0.480499 0.30237
XM_004930186.1 dN.dnd 0.00154474 0.00477859 0.00494446 0.00827339 0.0102377 0.00494387 0.00840863 0.00620083
XM_004930202.2 dS.dnd 0.621126 0.466599 0.64057 0.647469 0.623683 0.51077 0.628859 0.366255
XM_004930202.2 dN.dnd 0.0395014 0.0322527 0.0509444 0.0486272 0.0492064 0.0393511 0.0425776 0.0312486
XM_004930212.2 dS.dnd 0.557264 0.467976 0.641261 0.627514 0.661718 0.494396 0.544512 0.335492
XM_004930212.2 dN.dnd 0.149042 0.142204 0.165198 0.130821 0.122385 0.136496 0.166531 0.0777034
XM_004930214.2 dS.dnd 0.61215 0.466133 0.604442 0.646915 0.592144 0.660316 0.653954 0.320119
XM_004930214.2 dN.dnd 0.100545 0.0807456 0.124992 0.127816 0.122467 0.088705 0.13488 0.0521554
XM_004930215.2 dS.dnd 0.647226 0.505548 0.624277 0.678466 0.600766 0.637114 0.565127 0.387103
XM_004930215.2 dN.dnd 0.209355 0.111628 0.133903 0.173314 0.127577 0.100126 0.162658 0.0866453
XM_004930230.2 dS.dnd 0.46829 0.431025 0.546155 0.689799 0.653651 0.492832 0.488397 0.3162
XM_004930230.2 dN.dnd 0.142406 0.0892881 0.122351 0.180138 0.120501 0.170027 0.12653 0.101703
XM_004930239.2 dS.dnd 0.604718 0.425544 0.614496 0.634839 0.589944 0.545068 0.61312 0.330051
XM_004930239.2 dN.dnd 0.100568 0.0433978 0.0818099 0.0768188 0.0982399 0.0744616 0.103982 0.0439443
XM_004930250.2 dN.dnd 0.061174 0.0436056 0.08304 0.0670453 0.0489554 0.0367336 0.0644994 0.0466047
XM_004930250.2 dS.dnd 0.660145 0.431329 0.594399 0.546639 0.601628 0.563056 0.51939 0.346602
XM_004930255.1 dS.dnd 0.651831 0.549099 0.620661 0.656304 0.522148 0.595692 0.566138 0.418427
XM_004930255.1 dN.dnd 0.0324881 0.0452242 0.0477267 0.064898 0.0556991 0.036091 0.0710407 0.0477041
XM_004930258.2 dN.dnd 0.0310164 0.0233431 0.0490147 0.0672437 0.0475158 0.0294592 0.0293539 0.0317847
XM_004930258.2 dS.dnd 0.639965 0.493537 0.635938 0.661576 0.622528 0.589137 0.620749 0.365493
XM_004930279.2 dS.dnd 0.612834 0.532112 0.555337 0.610621 0.622223 0.524103 0.625951 0.347001
XM_004930279.2 dN.dnd 0.0544662 0.05353 0.0772846 0.0546674 0.0461053 0.0534849 0.0478438 0.0334964
XM_004930283.1 dN.dnd 0.0377839 0.0190447 0.0248833 0.0724984 0.0383175 0.0153609 0.0471124 0.0244434
XM_004930283.1 dS.dnd 0.596826 0.41919 0.571868 0.657942 0.584365 0.568031 0.566107 0.379926
XM_004930285.2 dN.dnd 0.00091202 0.0354549 0.109158 0.0290181 0.356168 0.00511459 0.0364835 0.00200174
XM_004930285.2 dS.dnd 0.185416 0.426089 0.243146 0.420638 0.505813 0.352714 0.448154 0.229941
XM_004930291.2 dS.dnd 0.563978 0.48416 0.681752 0.718371 0.562636 0.60973 0.644915 0.375153
XM_004930291.2 dN.dnd 0.0458001 0.0442269 0.0468171 0.0608097 0.0625573 0.0362231 0.0405197 0.0241269
XM_004930295.1 dN.dnd 0.0350365 0.0365027 0.0438487 0.037023 0.028991 0.0184211 0.0365233 0.02607
XM_004930295.1 dS.dnd 0.513694 0.408267 0.662638 0.58434 0.57373 0.598809 0.506439 0.330469
XM_004930297.2 dS.dnd 0.623888 0.430748 0.591063 0.604778 0.578296 0.593365 0.585532 0.33818
XM_004930297.2 dN.dnd 0.062077 0.0315409 0.0601554 0.0771405 0.0659171 0.0345719 0.0531444 0.0325202
XM_004930299.1 dS.dnd 0.599771 0.526367 0.65203 0.651887 0.601853 0.569924 0.60975 0.288103
XM_004930299.1 dN.dnd 0.021846 0.0234528 0.0539273 0.0283377 0.0264129 0.013546 0.0390915 0.0207405
XM_004930306.2 dN.dnd 0.0543405 0.0253996 0.0399968 0.0327532 0.0461895 0.074244 0.039135 0.0271036
XM_004930306.2 dS.dnd 0.526843 0.435002 0.581629 0.547215 0.42099 0.667941 0.498537 0.251979
XM_004930311.2 dN.dnd 0.0884293 0.052794 0.0987949 0.1133 0.0841666 0.0692021 0.107438 0.0576582
XM_004930311.2 dS.dnd 0.573454 0.430788 0.587777 0.657978 0.544969 0.471058 0.585898 0.308639
XM_004930313.2 dS.dnd 0.625944 0.526061 0.619311 0.631352 0.618673 0.528872 0.606406 0.321839
XM_004930313.2 dN.dnd 0.098554 0.0939557 0.0940375 0.0954686 0.110097 0.0826773 0.0923775 0.0506861
XM_004930314.2 dS.dnd 0.63804 0.472825 0.562999 0.648022 0.550526 0.57102 0.691203 0.331382
XM_004930314.2 dN.dnd 0.0407325 0.0227822 0.0458891 0.0388971 0.0488239 0.0287819 0.0339613 0.0384478
XM_004930318.2 dN.dnd 0.101121 0.119448 0.167406 0.129236 0.108429 0.167023 0.254072 0.0491272
XM_004930318.2 dS.dnd 0.580276 0.441454 0.504726 0.719132 0.538346 0.44131 0.564708 0.299417
XM_004930320.2 dS.dnd 0.626235 0.458155 0.571686 0.630534 0.563922 0.604663 0.594109 0.296889
XM_004930320.2 dN.dnd 0.0553022 0.0378131 0.0507323 0.18965 0.0474441 0.0560091 0.0619733 0.0347718
XM_004930321.2 dS.dnd 0.59479 0.435064 0.499988 0.617594 0.539869 0.496962 0.560945 0.293198
XM_004930321.2 dN.dnd 0.0792244 0.0440751 0.0981525 0.0725691 0.107978 0.060245 0.0785698 0.0679645
XM_004930322.2 dN.dnd 0.0623189 0.0487215 0.0691644 0.0766189 0.0395167 0.0333757 0.0709633 0.0558054
XM_004930322.2 dS.dnd 0.580976 0.443851 0.659379 0.66634 0.571166 0.502937 0.56444 0.328216
XM_004930325.2 dN.dnd 0.0398049 0.0211048 0.0323467 0.0664551 0.0211108 0.0222329 0.0315401 0.015061
XM_004930325.2 dS.dnd 0.495658 0.332397 0.701292 0.541237 0.645412 0.610359 0.594254 0.320915
XM_004930326.1 dS.dnd 0.591696 0.461623 0.622626 0.649517 0.586437 0.528368 0.608258 0.325249
XM_004930326.1 dN.dnd 0.0310758 0.0218475 0.0535901 0.039125 0.0238429 0.0273998 0.0447005 0.0237523
XM_004930327.2 dS.dnd 0.52698 0.524565 0.529508 0.433025 0.557699 0.513913 0.506591 0.317257
XM_004930327.2 dN.dnd 0.0393884 0.0020735 0.0229052 0.021338 0.0126772 0.0308481 0.0222164 0.0203055
XM_004930331.2 dS.dnd 0.549279 0.474647 0.627676 0.668896 0.577813 0.59462 0.631377 0.339068
XM_004930331.2 dN.dnd 0.0969262 0.0851502 0.0716368 0.124378 0.0712208 0.0606988 0.0774906 0.064895
XM_004930340.2 dN.dnd 0.133982 0.0999898 0.145612 0.188411 0.116806 0.0925868 0.119646 0.0940545
XM_004930340.2 dS.dnd 0.615877 0.52879 0.597738 0.709807 0.574953 0.569086 0.59196 0.326032
XM_004930341.2 dN.dnd 0.089556 0.0417834 0.0913672 0.113567 0.137626 0.0889517 0.0993174 0.107657
XM_004930341.2 dS.dnd 0.591561 0.463494 0.566091 0.650177 0.626366 0.392361 0.55989 0.361732
XM_004930344.2 dS.dnd 0.754191 0.417528 0.560684 0.520526 0.435262 0.408711 0.476718 0.264335
XM_004930344.2 dN.dnd 0.103512 0.0510109 0.0750324 0.0771126 0.0877649 0.0446776 0.0629429 0.035581
XM_004930349.2 dN.dnd 0.0136253 0.0132494 0.0378449 0.0369577 0.0308699 0.0382131 0.0238916 0.0178292
XM_004930349.2 dS.dnd 0.601403 0.436365 0.559462 0.606937 0.547719 0.508957 0.572062 0.336793
XM_004930351.2 dN.dnd 0.0471342 0.0292754 0.0491484 0.0492962 0.0272796 0.0294362 0.0467856 0.0218939
XM_004930351.2 dS.dnd 0.442547 0.334957 0.566004 0.482305 0.627382 0.563103 0.529982 0.316651
XM_004930354.2 dS.dnd 0.569724 0.367318 0.539997 0.573904 0.517648 0.486303 0.625321 0.340365
XM_004930354.2 dN.dnd 0.0975657 0.0423721 0.0966214 0.0884768 0.045669 0.0598657 0.0925716 0.0531415
XM_004930355.2 dS.dnd 0.694909 0.554213 0.539674 0.948416 0.628311 0.555879 0.494996 0.432749
XM_004930355.2 dN.dnd 0.0593171 0.000307252 0.0241247 0.0142245 0.0120792 0.0367904 0.00191585 0.0131716
XM_004930356.2 dN.dnd 0.103752 0.104399 0.108302 0.168448 0.111823 0.109871 0.167723 0.0833338
XM_004930356.2 dS.dnd 0.611837 0.513721 0.57593 0.626641 0.569817 0.581272 0.594211 0.306926
XM_004930358.2 dN.dnd 0.0699459 0.041723 0.0794186 0.0975034 0.058185 0.0360705 0.0743739 0.0406936
XM_004930358.2 dS.dnd 0.621162 0.439361 0.551286 0.605167 0.543516 0.565239 0.556641 0.335475
XM_004930360.2 dS.dnd 0.5648 0.425743 0.581385 0.643761 0.511118 0.47101 0.544431 0.314761
XM_004930360.2 dN.dnd 0.0843069 0.0650157 0.0910509 0.119118 0.0782245 0.0664158 0.0948978 0.0464965
XM_004930366.2 dS.dnd 0.539133 0.473813 0.576037 0.620665 0.508061 0.304525 0.459329 0.340951
XM_004930366.2 dN.dnd 0.000505807 0.000379475 0.000543881 0.000948031 0.000480168 0.000341284 0.0143283 0.00610004
XM_004930373.2 dN.dnd 0.0807775 0.0478278 0.0674608 0.116355 0.0975478 0.0848644 0.098191 0.0491848
XM_004930373.2 dS.dnd 0.529754 0.465538 0.539806 0.684347 0.566428 0.543418 0.571454 0.336194
XM_004930374.2 dN.dnd 0.0787128 0.0394661 0.0695741 0.089696 0.0722326 0.0689547 0.0674481 0.0500102
XM_004930374.2 dS.dnd 0.629281 0.469225 0.591171 0.621038 0.545332 0.518705 0.55233 0.302294
XM_004930383.2 dN.dnd 0.0833804 0.0789601 0.0939436 0.12591 0.068237 0.0551866 0.0874343 0.0597756
XM_004930383.2 dS.dnd 0.623161 0.467369 0.559927 0.65108 0.672944 0.507332 0.534559 0.421794
XM_004930389.2 dS.dnd 0.640235 0.396296 0.538803 0.602658 0.512096 0.510021 0.499688 0.302915
XM_004930389.2 dN.dnd 0.00711308 0.000239978 0.00492687 0.00714285 0.00900582 0.000564826 0.00271639 0.00153068
XM_004930392.2 dN.dnd 0.0555529 0.0371225 0.0668569 0.143615 0.0462113 0.053621 0.0905548 0.0377097
XM_004930392.2 dS.dnd 0.603796 0.535122 0.616665 0.651378 0.627989 0.563592 0.576742 0.388602
XM_004930394.1 dN.dnd 0.0114691 0.00181616 0.00214836 0.00380341 0.00340685 0.00201546 0.0175097 0.0023583
XM_004930394.1 dS.dnd 0.583197 0.475156 0.614272 0.706057 0.55616 0.47339 0.574904 0.313028
XM_004930395.2 dN.dnd 0.0456291 0.0303355 0.048452 0.0500007 0.0392775 0.0310468 0.0514364 0.0294657
XM_004930395.2 dS.dnd 0.561134 0.400192 0.501335 0.632077 0.512033 0.521547 0.602351 0.284705
XM_004930409.2 dN.dnd 0.319824 0.0833925 0.11872 0.13873 0.0930149 0.0980742 0.101646 0.0755382
XM_004930409.2 dS.dnd 0.658115 0.437051 0.505861 0.640225 0.609512 0.503719 0.561202 0.30774
XM_004930411.2 dN.dnd 0.0439682 0.0251413 0.0535882 0.0544602 0.0459546 0.0307566 0.0697859 0.032914
XM_004930411.2 dS.dnd 0.600514 0.481124 0.550526 0.584929 0.530287 0.513545 0.535292 0.328838
XM_004930413.2 dS.dnd 0.591232 0.430254 0.648208 0.676192 0.467618 0.518446 0.565752 0.312543
XM_004930413.2 dN.dnd 0.0367801 0.00906117 0.0281743 0.0207816 0.00635871 0.0119414 0.0216493 0.00636553
XM_004930418.2 dN.dnd 0.0639963 0.0447853 0.0515765 0.0884349 0.0555021 0.0369996 0.0667312 0.0446577
XM_004930418.2 dS.dnd 0.629876 0.496399 0.616221 0.651687 0.58399 0.480763 0.535878 0.307881
XM_004930421.2 dS.dnd 0.628546 0.46504 0.522407 0.625319 0.536571 0.461603 0.58775 0.321613
XM_004930421.2 dN.dnd 0.0890658 0.0644322 0.115334 0.119269 0.0828893 0.0735507 0.103012 0.0809087
XM_004930441.1 dN.dnd 0.0811742 0.0414596 0.0945635 0.208046 0.071918 0.06822 0.117727 0.0480897
XM_004930441.1 dS.dnd 0.613009 0.47038 0.638877 0.646851 0.561179 0.53967 0.658197 0.360971
XM_004930443.2 dS.dnd 0.629129 0.440167 0.560089 0.66087 0.522885 0.484231 0.542598 0.308921
XM_004930443.2 dN.dnd 0.109094 0.072299 0.0977204 0.076963 0.050577 0.0592629 0.0759406 0.0559294
XM_004930448.2 dN.dnd 0.0682277 0.0172226 0.0169603 0.0412828 0.0296814 0.0475774 0.0256989 0.0221216
