GeneID  node1 L_accius node2 node3 P_sennae L_sinapis node4 C_cecrops node5 D_plexippus H_melpomene P_machaon B_mori
XM_004931358.1  0.03161 0.03175 380.90648 999.00000 0.02015 0.04197 0.00010 0.01607 998.99276 0.01132 0.02744 0.02450 0.01608
XM_004931361.1  999.00000 0.06989 0.01490 478.70049 0.01911 0.02870 0.06064 0.07709 408.10431 0.02723 0.03433 0.04141 0.02564
XM_004931367.2  999.00000 0.04001 0.09164 0.08573 0.02740 0.04039 999.00000 0.04461 215.13054 0.03937 0.02083 0.03504 0.05431
XM_004931376.2  0.00010 0.12159 0.00010 0.00010 0.01732 0.08857 0.00010 0.02866 0.00010 0.00059 999.00000 0.00117 0.03588
XM_004931388.1  305.65568 0.02261 159.47055 0.01230 0.00972 0.06536 0.00078 0.06133 741.53378 0.00664 0.07219 0.04418 0.01910
XM_004931390.2  999.00000 0.02241 999.00000 999.00000 0.02373 0.05811 999.00000 0.01795 999.00000 0.03824 0.03838 0.02048 0.03432
XM_004931396.2  0.61159 0.06664 0.03973 0.01928 0.02720 0.06389 0.04752 0.03401 0.03101 0.01926 0.02063 0.03453 0.02543
XM_004931398.2  0.06010 0.04800 999.00000 0.03086 0.01805 0.04198 418.06378 0.03449 0.03733 0.03754 0.02488 0.07270 0.03527
XM_004931400.1  999.00000 0.02210 999.00000 999.00000 0.03736 0.01480 0.00353 0.11684 0.00243 0.01333 0.03844 0.01812 0.03379
XM_004931409.1  999.00000 0.05464 999.00000 0.07029 0.01719 0.12008 0.00010 0.04331 543.08031 0.05891 0.08476 0.04907 0.06723
XM_004931419.2  305.64671 0.01258 0.00010 0.03778 0.01956 0.01437 999.00000 0.00988 0.00010 0.01226 0.02727 0.01821 0.03510
XM_004931422.2  999.00000 0.07846 0.00010 0.00010 0.00010 0.01929 0.00010 0.08702 0.00010 0.04471 0.05091 0.03765 0.04647
XM_004931423.2  999.00000 0.03212 272.27158 999.00000 0.01430 0.04805 972.24366 0.02148 910.20075 0.03766 0.02745 0.04296 0.03846
XM_004931430.2  0.03446 0.02878 999.00000 0.00932 0.04860 0.02830 0.00951 0.02202 0.02005 0.01325 0.01044 0.01292 0.02227
XM_004931431.2  0.01874 0.04078 0.01893 999.00000 0.02267 0.03546 0.03103 0.04387 133.64480 0.02172 0.02060 0.05573 0.01750
XM_004931432.2  11.47961 0.00295 36.67110 0.01990 0.00388 0.01551 36.31862 0.01143 0.61737 0.01562 0.00700 0.08350 0.02348
XM_004931442.2  999.00000 0.08870 542.09886 0.06053 0.06121 0.06170 0.02560 0.03993 0.09115 0.05274 0.04507 0.04954 0.08265
XM_004931443.2  0.00010 0.00117 0.00010 0.00010 0.00010 0.02186 0.00010 0.00010 0.00010 0.01540 0.00010 0.00010 0.02507
XM_004931446.1  629.70574 0.03531 606.23962 999.00000 0.05756 0.06750 0.02476 0.19188 999.00000 0.20385 0.02625 0.20262 0.13227
XM_004931448.1  0.01814 0.00086 17.71742 0.00293 0.00046 0.12553 481.34549 0.05476 0.01216 0.02045 0.01862 0.14837 0.00125
XM_004931449.2  0.00523 0.00772 0.00570 3.35757 0.00011 0.05768 0.05097 0.01043 0.00443 0.74216 0.00604 0.03741 0.02302
XM_004931450.2  0.00010 0.00238 999.00000 0.01186 0.01768 0.02521 526.00367 0.06275 279.09866 0.00203 0.00177 0.01203 0.01014
XM_004931453.2  999.00000 0.01796 999.00000 0.02437 0.01732 0.12005 0.00010 0.06367 0.00784 0.01738 0.05410 0.05145 0.02747
XM_004931456.2  0.00199 0.03527 0.00010 0.12392 0.02490 0.03466 999.00000 0.02773 806.05667 0.01369 0.01631 0.03520 0.00282
XM_004931461.2  0.01730 0.03383 999.00000 0.17931 0.05977 0.05499 0.04980 0.03585 999.00000 0.01022 0.03901 0.01359 0.04021
XM_004931463.2  0.00010 0.00807 0.00010 0.00010 0.00010 0.01075 0.00010 0.00510 999.00000 0.00010 0.00010 0.00010 0.01588
XM_004931464.2  0.05579 0.03658 999.00000 0.03104 0.04823 0.04202 0.02501 0.06300 71.65489 0.08926 0.03106 0.05106 0.06547
XM_004931466.2  0.00010 0.04559 0.00449 999.00000 0.02211 0.01842 0.00010 0.05576 0.00112 0.00790 0.21893 0.01555 0.02752
XM_004931467.2  33.37634 0.05543 40.70178 26.98550 0.00305 0.05392 33.98784 0.05130 60.62383 0.21438 0.06843 0.00169 0.09881
XM_004931468.2  999.00000 0.03168 999.00000 489.51631 0.00101 0.02200 544.82896 0.02102 999.00000 0.03677 0.03186 0.05525 0.11129
XM_004931469.2  544.33763 0.06075 999.00000 999.00000 0.02181 0.02246 0.05037 0.03195 0.02940 0.05521 0.02668 0.03500 0.04562
XM_004931471.2  999.00000 0.03257 776.97693 0.10197 0.01458 0.05763 999.00000 0.05842 0.00010 0.03463 0.03474 0.02222 0.02724
XM_004931472.2  999.00000 0.07735 0.08680 999.00000 0.05943 0.04318 999.00000 0.07657 999.00000 0.04792 0.04690 0.05949 0.05098
XM_004931481.2  0.00010 0.03983 0.00010 0.09775 0.00010 0.01544 0.00010 0.04127 0.00010 0.07418 0.01067 0.00863 999.00000
XM_004931484.2  0.00228 0.04798 0.00010 999.00000 0.00010 0.01542 0.00010 0.01261 999.00000 0.01287 0.03258 0.00068 999.00000
XM_004931486.2  5.82828 0.00209 9.46957 0.00182 0.02067 0.02633 4.85734 0.00205 0.00028 0.04508 0.02331 0.01447 0.25876
XM_004931489.2  999.00000 0.07097 465.53199 0.03741 0.12054 0.01019 245.89834 0.07711 461.99385 0.02524 0.05231 0.01436 0.00341
XM_004931490.2  14.27282 0.12707 0.00010 23.23732 23.58262 0.00297 0.00026 0.00204 12.33519 0.00087 0.00291 0.14974 0.07217
XM_004931494.2  876.54712 0.01744 0.00884 0.03257 0.01484 0.07883 999.00000 0.03230 999.00000 0.00457 0.04563 0.10936 0.02407
XM_004931504.2  0.00010 0.01760 999.00000 0.08526 0.03100 0.05540 0.07875 0.02875 0.12151 0.08219 0.02159 0.04290 0.02924
XM_004931506.2  0.00010 0.05144 999.00000 0.00065 0.06102 0.02201 218.79520 0.08939 0.00010 695.31902 0.00693 0.00147 0.00129
XM_004931511.2  999.00000 0.04744 0.05560 0.08650 0.04005 0.04179 793.06084 0.04079 0.00080 0.04841 0.03683 0.04279 0.02151
XM_004931514.2  0.01745 0.00374 999.00000 255.96029 0.00568 0.01565 0.00010 0.17080 348.43434 0.00205 0.00572 0.01203 0.01847
XM_004931515.2  0.00010 0.00871 0.00010 0.03582 0.00235 0.02371 0.02221 0.02248 3.52835 0.00687 0.00895 0.01666 0.01691
XM_004931519.2  287.68788 0.00010 19.58023 0.00010 0.00010 0.01037 0.00010 0.00077 14.78852 0.00010 0.00808 0.00200 0.00974
XM_004931524.2  0.00010 0.04402 0.02123 0.00010 0.01794 0.04184 0.03426 999.00000 999.00000 0.02219 0.00562 185.19997 0.00614
XM_004931532.1  0.00642 0.07390 999.00000 0.01639 999.00000 0.01383 0.00010 0.06295 999.00000 0.00010 0.05401 999.00000 0.02332
XM_004931536.2  21.10815 0.01644 0.88752 11.15695 0.05397 0.01159 4.14133 0.00688 11.21968 0.01025 0.00030 0.01304 0.01559
XM_004931538.2  0.00010 0.00010 0.00010 999.00000 0.00010 0.00010 0.00010 0.00010 0.00010 0.00010 0.00338 0.00337 0.03123
XM_004931539.2  0.00010 0.00010 0.00010 0.00919 97.57483 0.00148 0.00010 0.01313 999.00000 0.00461 0.00247 0.00036 999.00000
XM_004931542.1  0.00010 0.00067 999.00000 0.08017 2.73374 0.05514 3.41045 10.01341 0.00148 5.56643 0.02033 0.00021 0.07139
XM_004931543.2  998.88599 0.03874 0.03512 921.66527 0.03010 0.02806 999.00000 0.04510 999.00000 0.01719 0.04496 0.00861 0.03875
XM_004931546.2  0.00010 0.00010 0.00010 0.00010 0.07375 0.29453 0.00010 0.00010 0.00010 0.16725 0.00010 0.00010 0.00010
XM_004931548.2  0.00126 0.03289 0.00025 13.44966 0.02866 0.03744 12.50002 0.04153 1.65258 0.00419 0.00450 0.00562 0.00146
XM_004931552.2  999.00000 0.04345 999.00000 999.00000 0.01976 0.01845 0.02350 0.00783 999.00000 0.01829 0.27863 0.02335 0.02511
XM_004931553.2  999.00000 0.03691 999.00000 999.00000 0.01856 0.00136 999.00000 0.05084 999.00000 0.03516 0.05076 0.06988 0.04028
XM_004931559.2  0.01626 0.04398 685.39080 576.55385 0.00756 0.01668 0.00010 0.04082 999.00000 0.06119 0.03042 0.09057 0.00405
XM_004931562.2  0.01947 0.03744 999.00000 0.01894 0.03618 0.03165 0.12222 0.01510 999.00000 0.02909 0.02044 0.02514 0.05021
XM_004931568.2  62.91820 0.03879 0.26091 0.02714 0.01496 0.09262 0.00010 0.06838 23.28397 0.03356 0.01562 0.03466 0.01080
XM_004931571.2  0.00010 0.00010 0.00010 0.00010 3.70786 0.00010 0.00010 28.61476 26.53465 0.00010 14.49254 0.00010 0.05922
XM_004931575.2  999.00000 0.04490 999.00000 0.10297 0.02127 0.20825 999.00000 0.03525 999.00000 0.02942 0.02415 0.03995 0.03628
XM_004931608.2  8.92611 0.01962 0.09058 0.01831 0.02583 0.08147 0.27933 0.02929 19.14057 0.04018 0.03387 0.02792 0.04068
XM_004931618.2  999.00000 0.03028 999.00000 0.17177 0.04028 0.05875 0.03198 0.04583 131.40316 0.07908 0.02150 0.01448 0.03630
XM_004931629.2  594.62085 0.01479 999.00000 0.05075 0.02573 0.01864 0.04043 0.04742 999.00000 0.02782 0.04464 0.03115 0.03562
XM_004931635.2  999.00000 0.04210 999.00000 0.10929 0.07239 0.02774 0.00010 0.03994 999.00000 0.05995 0.04065 0.06482 0.04516
XM_004931642.2  0.00010 0.00815 0.00010 0.00010 0.00010 0.00933 0.00010 0.00010 0.00010 0.01061 0.02329 0.00010 0.00675
XM_004931645.2  0.00010 0.05308 0.02334 0.02508 0.11949 0.01103 999.00000 0.03040 0.11800 0.02549 0.01082 0.02872 0.02176
XM_004931647.2  332.67533 0.07214 999.00000 0.11826 0.05083 0.07346 148.87149 0.07743 0.05870 0.02798 0.03987 0.06852 0.06396
XM_004931648.2  999.00000 0.04009 0.01944 0.02561 0.02906 0.03097 999.00000 0.05274 999.00000 0.02681 0.02049 0.06500 0.01718
XM_004931651.2  999.00000 0.00800 634.94015 999.00000 0.01557 0.02345 0.00010 0.02068 0.08257 0.01390 0.15540 0.01390 0.01724
XM_004931658.2  373.45599 0.00595 305.01354 190.50899 0.00722 0.01411 0.03498 0.01205 999.00000 0.00896 0.02303 0.01359 0.01052
XM_004931659.1  999.00000 0.02817 0.03789 0.06780 0.03356 0.04506 0.16947 0.03402 0.05170 0.01729 0.01013 0.01385 0.03657
XM_004931661.2  0.52974 0.05570 0.17791 999.00000 0.01887 0.03409 606.28058 0.05262 0.03068 0.02547 0.05899 0.11454 0.13042
XM_004931664.1  0.00860 0.03657 0.02918 0.08170 0.04913 0.05333 0.00010 0.05364 0.06847 0.03254 0.03245 0.02999 0.09341
XM_004931665.2  0.11626 0.00976 0.09236 0.02946 0.05113 0.03293 789.30853 0.07600 0.04150 0.03483 0.02943 0.04892 0.06861
XM_004931671.2  566.50776 0.02080 0.07268 0.02911 0.01325 0.02459 326.67552 0.02468 0.01451 0.01646 0.00947 0.01720 0.02192
XM_004931672.2  999.00000 0.16949 0.01070 999.00000 0.01465 0.13642 0.00010 0.09327 999.00000 0.00159 0.00251 0.09102 0.04309
XM_004931675.2  999.00000 0.04467 999.00000 0.01097 0.02920 0.02584 999.00000 0.10975 999.00000 0.07631 0.03188 0.01717 0.00900
XM_004931677.2  0.27070 0.08790 999.00000 0.01286 0.29156 0.29434 0.00010 0.14489 0.00010 0.15106 0.08756 0.29581 0.22751
XM_004931684.2  949.54072 0.05307 0.05186 0.30213 0.02309 0.02577 875.80769 0.04520 0.00829 0.05091 0.02550 0.03906 0.02698
XM_004931685.2  0.01118 0.03430 999.00000 0.02408 0.04978 0.09026 999.00000 0.06221 0.04817 0.05726 0.01385 0.07136 0.02087
XM_004931690.2  149.41560 0.04607 0.02210 0.00419 0.03579 0.05541 0.04385 0.04388 332.44207 0.00661 0.02913 0.00446 0.02669
XM_004931692.2  321.41566 0.01858 0.02018 0.35197 0.02278 0.03002 452.87655 0.03297 0.01947 0.05158 0.01670 0.04044 0.03759
XM_004931693.2  169.72663 0.02451 54.66082 0.05536 0.03585 0.05089 0.36208 0.03979 0.06112 0.02773 0.01767 0.05722 0.01901
XM_004931694.2  244.82836 0.01386 68.11657 999.00000 0.00986 0.01488 87.27378 0.01707 248.16125 0.00927 0.01053 0.02900 0.02723
XM_004931700.2  999.00000 0.07785 577.97394 0.36118 0.08976 0.09767 999.00000 0.13869 0.28526 0.05294 0.05884 0.12654 0.05472
XM_004931701.2  0.01445 0.00094 78.79868 11.01889 0.04136 0.08539 0.00010 0.05010 44.82854 0.06164 0.04746 0.02320 0.14234
XM_004931703.2  999.00000 0.01956 0.00010 0.00537 0.01647 0.03338 999.00000 0.05830 0.00010 0.03538 0.01730 0.02755 0.01967
XM_004931708.2  54.67309 0.04572 213.00048 0.04150 0.11314 0.05180 0.01462 0.07925 0.01003 0.01965 0.02271 0.02497 0.02013
XM_004931712.2  999.00000 0.02409 999.00000 0.04019 0.02989 0.02223 0.01630 0.04515 0.02994 0.02259 0.03394 0.02245 0.03059
XM_004931721.2  609.88063 0.01097 229.84506 0.04069 0.02558 0.01262 106.49722 0.00844 518.96045 0.00970 0.01315 0.02994 0.00950
XM_004931722.2  999.00000 0.05036 999.00000 0.06560 0.01065 0.08763 999.00000 0.01797 0.18781 0.02453 0.04581 0.01447 0.08586
XM_004931724.2  0.00010 0.03738 0.00010 0.00010 0.02035 0.01662 999.00000 0.00989 0.06225 0.01980 0.02387 0.02327 0.02173
XM_004931728.2  272.38020 0.03779 12.67609 999.00000 0.01885 0.03256 0.04595 0.00785 59.76186 0.02525 0.00151 0.04843 0.02957
XM_004931730.2  390.23198 0.03282 999.00000 0.05534 0.02406 0.04795 999.00000 0.04999 0.15095 0.04022 0.04758 0.02663 0.02290
XM_004931736.2  999.00000 0.05072 0.00996 675.37781 0.02464 0.01449 645.48794 0.00774 366.75196 0.03389 0.04419 0.06035 0.00167
XM_004931739.2  999.00000 0.01143 0.03277 0.02357 0.01698 0.04074 999.00000 0.02331 0.06301 0.01126 0.04804 0.03410 0.01142
XM_004931740.2  0.00010 0.01787 2.77666 0.00010 0.00010 0.00072 0.00010 0.00902 7.17738 0.00110 0.00010 0.02228 0.00133
XM_004931741.2  611.76024 0.01477 0.00010 0.02704 0.01964 0.01736 990.11560 0.00877 0.03262 0.00769 0.01652 0.00209 0.00941
XM_004931742.2  119.41447 0.00619 999.00000 999.00000 0.00952 0.08294 999.00000 0.00162 999.00000 0.06402 0.00045 0.00127 0.00085
XM_004931744.1  0.04659 0.00305 0.00010 0.00010 0.02077 0.02004 2.50305 0.00214 0.00593 0.00010 0.02065 0.00010 0.00048
XM_004931745.2  485.34634 0.00455 0.01259 0.00010 999.00000 0.00458 0.00010 999.00000 0.00010 0.00201 0.00219 0.00040 0.02314
XM_004931747.2  0.15061 0.01051 0.02242 0.03499 0.02626 0.01835 0.03993 0.02893 999.00000 0.03017 0.01872 0.01517 0.02969
XM_004931748.2  127.48338 0.01794 257.52163 102.48225 0.00088 0.12804 999.00000 0.06329 937.86758 0.00442 0.00082 0.02889 999.00000
XM_004931749.1  0.15128 0.04522 0.03290 0.14276 0.06464 0.04733 0.02536 0.07404 0.02747 0.03240 0.05781 0.05098 0.05057
XM_004931754.2  0.00010 0.04987 19.79566 0.00600 0.02048 16.63182 0.00010 0.28077 1.91843 0.00010 0.35491 0.06272 0.00010
XM_004931755.2  0.03469 0.30706 0.15947 999.00000 0.04783 0.03808 0.00010 0.05516 0.00494 0.10232 0.07511 0.01288 657.86861
XM_004931761.2  109.61049 0.01558 0.10200 999.00000 0.02341 0.02362 200.82393 0.02767 519.12782 0.02783 0.02794 0.03026 0.01552
XM_004931767.2  855.03164 0.13522 999.00000 774.67803 0.09512 0.05310 999.00000 0.10872 763.18811 0.15561 0.05633 0.10158 0.11306
XM_004931770.2  999.00000 0.03681 999.00000 0.03218 0.01499 0.06374 999.00000 0.04519 745.85192 0.08367 0.04352 0.05793 0.03858
XM_004931784.2  0.02118 0.43277 0.00010 0.09153 0.01321 0.06648 7.57231 0.05743 0.03279 0.04867 0.03057 0.03181 0.00080
XM_004931792.1  411.35113 0.01015 242.11725 999.00000 0.00263 0.00221 91.00684 0.17715 0.05024 0.09799 0.01616 0.01325 0.00372
XM_004931793.2  0.00010 0.02281 0.03320 0.00010 0.00010 0.01915 0.00010 0.06396 0.00010 0.01587 0.04106 0.08264 0.00855
XM_004931795.2  999.00000 0.00158 999.00000 999.00000 0.03429 0.03102 0.00150 0.02795 931.09121 0.01957 0.03417 0.05441 0.01215
XM_004931802.2  999.00000 0.03038 0.01132 0.06561 0.06234 0.16720 999.00000 0.00803 999.00000 0.16279 0.05149 0.01814 0.07678
XM_004931810.2  0.09723 0.02219 0.00010 0.11049 0.01454 0.03692 0.00010 0.02737 189.33527 0.03219 0.02560 0.04896 0.03600
XM_004931815.2  113.02907 0.04446 0.08449 999.00000 0.03882 0.02749 999.00000 0.02683 0.33815 0.04628 0.03061 0.01899 0.01380
XM_004931817.2  0.00010 0.19615 0.00010 0.00280 0.00010 0.01789 0.04273 0.01634 0.00531 999.00000 0.01832 0.00569 999.00000
XM_004931821.2  999.00000 0.00643 999.00000 999.00000 0.00828 0.25188 999.00000 0.01607 0.00010 0.00949 0.00578 0.00790 0.00976
XM_004931832.2  882.12458 0.08671 288.51859 689.80243 0.04055 0.07207 0.05037 0.06216 999.00000 0.03954 0.08336 0.07370 0.02360
XM_004931835.2  0.00010 0.00010 0.00728 0.00373 0.00010 0.00226 0.00010 0.00961 0.00010 0.00349 0.00462 0.00771 0.00185
XM_004931836.2  999.00000 0.03266 0.07486 999.00000 0.02729 0.03418 0.41159 0.02954 999.00000 0.04707 0.06202 0.03255 0.02754
XM_004931838.2  266.39616 0.02289 739.90042 395.79100 0.02208 0.03738 0.00010 0.05232 999.00000 0.03661 0.02179 0.02784 0.03781
XM_004931842.2  0.01138 0.00480 0.24555 0.00616 665.99233 0.04659 0.00010 0.00677 0.00010 0.01102 999.00000 0.03988 0.06683
XM_004931843.2  999.00000 0.03659 999.00000 0.05529 0.05100 0.05206 999.00000 0.03975 999.00000 0.07156 0.03194 0.03860 0.03171
XM_004931850.1  0.00906 0.02565 999.00000 0.00760 0.02015 0.04047 999.00000 0.06875 0.01075 0.02444 0.04519 0.03754 0.02848
XM_004931854.2  999.00000 0.04390 999.00000 999.00000 0.04449 0.04887 999.00000 0.06180 0.02651 0.01135 0.03118 0.03845 0.02764
XM_004931855.2  0.02721 0.00875 52.22747 0.04437 0.00579 0.01321 1.60971 0.01397 0.00681 0.01372 0.01986 0.01988 0.01346
XM_004931859.2  0.01374 0.00210 2.69270 0.06435 0.04279 0.17829 999.00000 0.21254 477.45919 0.03147 0.02602 0.06084 0.02709
XM_004931860.2  0.45133 0.00437 0.00010 0.01846 0.00519 0.00149 0.00010 0.00479 0.00225 121.62521 0.00987 0.01281 0.00526
XM_004931862.2  0.03432 0.01804 193.42480 0.00739 0.04078 0.09820 0.00010 0.03888 0.00913 0.00077 999.00000 0.06517 0.02787
XM_004931864.2  999.00000 0.01669 893.06247 999.00000 0.01318 0.03497 517.95713 0.03182 655.64556 0.02883 0.01155 0.03030 0.00667
XM_004931866.2  999.00000 0.00995 0.01096 0.02016 0.00528 0.00935 999.00000 0.01070 0.00850 0.02707 0.00590 0.00991 0.02113
XM_004931869.2  999.00000 0.03625 999.00000 0.14812 0.05415 0.04297 999.00000 0.06861 0.05306 0.07383 0.06347 0.04715 0.04088
XM_004931877.2  0.02837 0.07816 0.05899 999.00000 0.02885 0.05118 999.00000 0.07372 0.07570 0.04281 0.07625 0.06184 0.04382
XM_004931879.2  999.00000 0.00093 0.00010 130.56315 0.00385 0.01091 522.46803 0.00318 0.00010 735.34786 0.00210 0.00639 0.00388
XM_004931880.2  999.00000 0.07583 999.00000 999.00000 0.02362 0.01164 999.00000 0.08235 999.00000 0.02272 0.04630 0.02225 0.00269
XM_004931882.1  229.67572 0.03376 503.18947 999.00000 0.01640 0.02565 458.83603 0.01885 0.00763 0.02268 0.01080 0.02992 0.00423
XM_004931883.2  999.00000 0.00382 0.00010 0.00010 999.00000 0.03110 0.14624 0.06029 0.02621 0.00815 0.01297 0.07000 0.05883
XM_004931884.1  0.00425 0.00130 0.00010 999.00000 0.01556 0.01305 999.00000 0.01552 0.01735 0.03523 0.00986 157.98099 0.01571
XM_004931889.1  16.80566 0.03302 0.00010 51.92423 0.02300 0.02585 218.80146 0.01745 636.02190 0.00571 0.09551 0.02334 0.01949
XM_004931898.1  999.00000 0.02306 999.00000 999.00000 0.02216 0.05468 999.00000 0.04145 0.00010 0.03792 0.05784 0.05155 0.02496
XM_004931899.2  882.06424 0.03485 0.05989 0.08501 0.02010 0.03141 41.78060 0.03407 0.02542 0.01021 0.02149 0.03508 0.05109
XM_004931901.1  999.00000 0.00110 0.00010 0.00010 0.00361 0.02846 0.00010 0.00372 0.00010 35.59612 0.00050 0.00790 0.01573
XM_004931906.2  999.00000 0.00068 999.00000 999.00000 0.02618 0.00010 0.00512 0.00279 870.30864 999.00000 0.00010 0.00764 0.01545
XM_004931911.2  0.08901 0.09055 346.92827 0.06560 0.02476 0.05246 0.00010 0.06844 0.03046 0.05786 0.06262 0.06150 0.05559
XM_004931913.1  999.00000 0.02153 999.00000 999.00000 0.01376 0.04043 302.20039 0.02780 0.02478 0.02968 0.02107 0.07779 0.01519
XM_004931916.2  455.14459 0.01789 0.03437 0.04206 0.01711 0.01476 0.08370 0.02080 0.01113 0.02074 0.02255 0.01197 0.02064
XM_004931917.2  999.00000 0.01023 999.00000 0.03269 0.03153 0.02181 999.00000 0.00704 999.00000 0.00700 0.00795 0.05948 0.00725
XM_004931926.2  999.00000 0.02904 0.00010 0.08012 0.03369 0.46054 999.00000 0.09482 0.00010 0.64599 0.01004 0.20846 0.01282
XM_004931930.2  0.00672 0.03256 0.00888 0.00675 0.03104 0.02684 997.79833 0.02480 254.42236 0.05181 0.03897 0.03702 0.02009
XM_004931931.2  0.02312 0.09566 756.99672 999.00000 0.05576 0.07296 0.01708 0.21305 999.00000 0.05831 0.02118 0.00106 999.00000
XM_004931933.2  0.00010 0.00010 0.00010 504.35513 0.00010 140.44032 0.00010 0.01967 0.00010 0.00010 0.00010 0.00010 0.03281
XM_004931937.2  14.45383 0.00637 5.41179 0.03766 0.02378 0.02635 5.36791 0.01764 5.17705 0.01441 0.01862 0.03706 0.00190
XM_004931940.1  0.00010 0.03482 999.00000 999.00000 0.03284 0.00436 0.00768 999.00000 999.00000 0.00037 0.19765 0.01804 0.04445
XM_004931942.2  999.00000 0.00028 0.00045 0.00010 0.01009 0.03924 0.00010 0.02034 0.00010 0.00294 999.00000 999.00000 0.00095
XM_004931945.2  999.00000 0.06683 938.49744 0.24084 0.03625 0.04526 495.30356 0.04409 999.00000 0.03312 0.00081 0.00265 0.05679
XM_004931946.2  883.87191 0.00587 143.74342 0.01268 0.00826 0.01530 999.00000 0.01183 567.68621 0.02641 0.02323 0.02187 0.01028
XM_004931973.1  0.09998 0.07666 0.00500 0.04376 0.02276 607.89578 937.50785 0.04353 0.60735 0.07714 0.01425 0.01126 0.15358
XM_004931995.2  0.04003 0.01330 0.03900 176.77436 0.00373 0.02011 78.07140 0.03261 0.01330 0.01697 0.01061 0.03826 0.02929
XM_004932005.2  0.11032 0.03542 700.86995 0.02630 0.02020 0.07962 993.92476 0.02660 999.00000 0.03679 0.01242 0.03103 0.01858
XM_004932012.1  999.00000 0.06803 0.02648 999.00000 0.01639 0.02367 999.00000 0.05364 0.04091 0.01608 0.05195 0.03417 0.01337
XM_004932013.2  999.00000 0.06288 0.00010 0.05742 0.04068 0.50128 999.00000 0.23241 12.52423 0.02171 0.13659 0.11764 0.02757
XM_004932016.2  0.01835 859.32768 0.00010 0.00010 999.00000 0.01372 0.00010 999.00000 0.00834 0.03568 999.00000 125.10817 0.00031
XM_004932017.2  999.00000 0.03974 999.00000 999.00000 0.02048 0.02394 999.00000 0.00350 999.00000 0.02338 0.00115 0.02020 0.02371
XM_004932018.2  0.00010 0.01818 2.81010 0.00010 0.00010 0.01267 0.01664 0.00331 0.00010 0.00010 0.02001 0.00446 0.00580
XM_004932026.2  999.00000 0.00377 0.00010 0.00010 0.00020 0.00503 0.00010 0.00701 0.00010 0.00808 0.00010 0.00627 0.00165
XM_004932029.1  999.00000 0.05366 0.00010 999.00000 0.04457 0.08174 330.09468 0.03508 999.00000 0.01433 0.14377 0.04800 0.02014
XM_004932030.2  999.00000 0.02994 999.00000 999.00000 0.02307 0.02844 999.00000 0.02781 999.00000 0.11192 0.01084 0.01925 0.09434
XM_004932033.2  0.00467 0.01085 999.00000 999.00000 0.01229 0.00627 0.20068 0.00792 0.07298 0.01351 0.01116 0.01105 0.00835
XM_004932036.2  999.00000 0.04785 0.02679 999.00000 0.02557 0.05734 999.00000 0.02192 0.01491 0.02704 0.04073 0.03058 0.04350
XM_004932037.2  0.00710 0.05620 999.00000 0.08478 0.01391 0.04772 999.00000 0.05449 999.00000 0.01381 0.03129 0.03878 0.05249
XM_004932040.2  0.00019 0.09309 999.00000 999.00000 0.06327 0.06935 0.00010 0.35693 0.04906 999.00000 0.04931 999.00000 0.00233
