GeneID B_mori C_ce GeneIDcce D_pl GeneIDdpl H_mel GeneIDhmel L_ac GeneIDlac L_sin GeneIDlsin P_ma GeneIDpma P_se GeneIDpse
XM_004929053.2 59.864 43.004 cce31370.1.mRNA 56.570 DPOGS206830-TA 46.454 HMEL033400g1.t1 60.583 lac106.10.mRNA 59.329 leptidea_sinapisT00000017043 48.089 KPJ20352.1 60.338 pse527.15
XM_004929055.2 52.380 47.021 cce1467.12.mRNA 55.855 DPOGS207124-TA 59.137 HMEL009598g1.t1 59.264 lac106.7.mRNA 57.948 leptidea_sinapisT00000005535 52.555 KPJ20356.1 58.193 pse527.19
XM_004929063.2 40.266 38.652 cce10687.8.mRNA 59.297 DPOGS206816-TA 51.808 HMEL033417g1.t1 58.080 lac473.17.mRNA 45.353 leptidea_sinapisT00000015572 59.546 KPJ13418.1 49.259 pse138.6
XM_004929066.2 55.692 49.575 cce10687.7.mRNA 56.559 DPOGS206815-TA 57.007 HMEL033418g1.t1 58.711 lac473.16.mRNA 45.267 leptidea_sinapisT00000019727 59.038 KPJ13420.1 43.325 pse138.9
XM_004929071.2 56.921 47.849 cce49893.1.mRNA 52.391 DPOGS201906-TA 44.645 HMEL014491g1.t1 47.981 lac193.22.mRNA 59.870 leptidea_sinapisT00000015002 58.086 KPJ13306.1 56.104 pse17687.2
XM_004929072.2 52.341 40.492 cce2531.2.mRNA 58.011 DPOGS201833-TA 54.570 HMEL033153g1.t1 46.239 lac605.6.mRNA 50.253 leptidea_sinapisT00000011330 40.111 KPJ13309.1 46.383 pse4198.1
XM_004929073.1 59.063 44.014 cce6621.15.mRNA 57.032 DPOGS201832-TA 56.416 HMEL012031g1.t1 32.204 lac605.1.mRNA 55.825 leptidea_sinapisT00000016394 48.871 KPJ08451.1 47.313 pse894.1
XM_004929082.2 55.890 52.743 cce1173.2.mRNA 61.000 DPOGS201900-TA 58.855 HMEL005341g1.t1 37.692 lac605.17.mRNA 48.546 leptidea_sinapisT00000007819 56.089 KPJ13299.1 46.558 pse1527.11
XM_004929083.2 48.810 43.871 cce1173.3.mRNA 57.484 DPOGS201837-TA 59.226 HMEL033143g1.t1 36.023 lac605.18.mRNA 53.247 leptidea_sinapisT00000007951 46.460 KPJ13298.1 53.926 pse1527.10
XM_004929084.1 34.917 40.930 cce90140.1.mRNA 39.924 DPOGS201838-TA 49.493 HMEL014746g1.t1 31.404 lac605.20.mRNA 49.692 leptidea_sinapisT00000013079 59.893 KPJ13281.1 35.754 pse1527.8
XM_004929092.2 53.330 48.761 cce3906.3.mRNA 45.934 DPOGS201884-TA 57.807 HMEL013099g1.t1 51.351 lac20188.7.mRNA 56.844 leptidea_sinapisT00000004341 45.070 KPJ13276.1 41.682 pse2534.3
XM_004929094.2 55.862 37.853 cce17160.2.mRNA 54.172 DPOGS201882-TA 56.594 HMEL033136g1.t1 56.528 lac20188.2.mRNA 55.865 leptidea_sinapisT00000020504 50.638 KPJ13273.1 49.944 pse2534.5
XM_004929095.2 58.374 35.531 cce17160.4.mRNA 51.285 DPOGS201880-TA 54.631 HMEL013094g1.t1 56.486 lac1703.33.mRNA 53.422 leptidea_sinapisT00000014602 51.587 KPJ13271.1 59.470 pse2534.7
XM_004929101.2 52.364 42.871 cce1369.2.mRNA 51.822 DPOGS201856-TA 44.544 HMEL033123g1.t2 45.435 lac1703.12.mRNA 44.569 leptidea_sinapisT00000000008 46.269 KPJ13256.1 48.317 pse4933.12
XM_004929103.1 48.688 38.236 cce1317.3.mRNA 58.070 DPOGS201858-TA 55.846 HMEL006987g1.t1 42.756 lac1703.8.mRNA 56.981 leptidea_sinapisT00000009093 48.163 KPJ13138.1 57.424 pse4572.6
XM_004929105.2 56.252 55.086 cce284.6.mRNA 55.116 DPOGS201565-TA 55.172 HMEL004716g1.t1 57.214 lac2072.16.mRNA 53.381 leptidea_sinapisT00000001465 58.273 KPJ13244.1 54.856 pse94.10
XM_004929106.2 57.202 52.344 cce284.8.mRNA 55.367 DPOGS201566-TA 49.738 HMEL004713g3.t1 58.431 lac2072.14.mRNA 57.227 leptidea_sinapisT00000016517 58.278 KPJ13242.1 58.235 pse94.8
XM_004929107.2 55.687 55.277 cce284.9.mRNA 54.328 DPOGS201560-TA 52.449 HMEL004867g1.t1 56.891 lac2072.13.mRNA 47.611 leptidea_sinapisT00000003011 57.950 KPJ13241.1 58.120 pse94.7
XM_004929108.2 61.000 53.193 cce284.10.mRNA 51.202 DPOGS201567-TA 49.778 HMEL033117g1.t1 60.267 lac2072.12.mRNA 51.969 leptidea_sinapisT00000007325 52.392 KPJ13239.1 54.983 pse94.6
XM_004929112.2 60.724 56.484 cce284.19.mRNA 52.279 DPOGS201554-TA 50.978 HMEL010920g1.t1 58.730 lac2072.5.mRNA 53.178 leptidea_sinapisT00000010661 52.586 KPJ13231.1 60.728 pse3083.6
XM_004929115.2 56.901 53.543 cce284.28.mRNA 57.709 DPOGS211799-TA 56.659 HMEL006321g1.t1 49.553 lac48281.3.mRNA 49.537 leptidea_sinapisT00000001620 55.963 KPJ13223.1 48.748 pse90.53
XM_004929131.2 54.277 49.525 cce3402.4.mRNA 53.866 DPOGS207630-TA 53.615 HMEL033083g1.t1 57.692 lac161998.28.mRNA 51.964 leptidea_sinapisT00000008018 55.816 KPJ11851.1 60.795 pse185.15
XM_004929132.2 56.870 50.170 cce3402.1.mRNA 56.691 DPOGS207628-TA 58.142 HMEL033081g1.t1 57.835 lac161998.30.mRNA 53.186 leptidea_sinapisT00000017523 53.187 KPJ11855.1 49.195 pse185.13
XM_004929133.2 53.655 54.171 cce3402.2.mRNA 61.000 DPOGS207634-TA 54.039 HMEL006157g4.t1 50.841 lac161998.29.mRNA 54.573 leptidea_sinapisT00000003065 56.009 KPJ11852.1 47.118 pse185.14
XM_004929135.2 44.733 46.867 cce864.15.mRNA 45.800 DPOGS207636-TA 37.445 HMEL006159g1.t1 49.977 lac161998.31.mRNA 50.551 leptidea_sinapisT00000018442 48.427 KPJ11856.1 48.668 pse185.12
XM_004929142.2 52.475 55.938 cce864.12.mRNA 53.917 DPOGS207626-TA 50.715 HMEL011987g1.t1 56.794 lac161998.34.mRNA 48.530 leptidea_sinapisT00000014107 52.287 KPJ11859.1 53.329 pse185.9
XM_004929143.2 59.929 55.130 cce864.10.mRNA 56.267 DPOGS207625-TA 49.853 HMEL011985g1.t1 60.561 lac161998.36.mRNA 61.000 leptidea_sinapisT00000009990 61.000 KPJ11861.1 57.033 pse185.7
XM_004929145.2 54.317 58.081 cce4179.7.mRNA 55.962 DPOGS214095-TA 51.127 HMEL011421g3.t1 58.380 lac66.17.mRNA 42.523 leptidea_sinapisT00000014851 58.765 KPJ11884.1 53.032 pse3458.15
XM_004929146.2 51.064 56.334 cce4179.8.mRNA 48.252 DPOGS214096-TA 47.252 HMEL011421g2.t1 58.108 lac66.18.mRNA 48.036 leptidea_sinapisT00000014569 50.810 KPJ11885.1 49.485 pse3458.16
XM_004929149.2 56.907 57.495 cce2015.6.mRNA 58.085 DPOGS214287-TA 55.601 HMEL011419g1.t1 55.579 lac66.21.mRNA 56.837 leptidea_sinapisT00000000075 56.223 KPJ11888.1 57.716 pse3458.20
XM_004929155.2 51.523 49.159 cce18.50.mRNA 49.796 DPOGS214281-TA 47.127 HMEL011409g1.t1 45.842 lac66.32.mRNA 45.294 leptidea_sinapisT00000006353 48.300 KPJ11896.1 47.362 pse3458.29
XM_004929156.2 46.219 58.303 cce18.48.mRNA 44.003 DPOGS214280-TA 51.360 HMEL011407g1.t1 60.458 lac66.34.mRNA 52.184 leptidea_sinapisT00000000106 50.327 KPJ11898.1 59.664 pse3458.31
XM_004929158.2 45.693 44.245 cce18.47.mRNA 46.374 DPOGS214111-TA 43.782 HMEL011406g1.t1 47.944 lac66.35.mRNA 41.923 leptidea_sinapisT00000008537 42.700 KPJ11899.1 45.066 pse3458.32
XM_004929159.2 57.109 58.948 cce18.45.mRNA 54.993 DPOGS214112-TA 49.502 HMEL011404g1.t1 55.125 lac66.37.mRNA 48.565 leptidea_sinapisT00000018915 48.264 KPJ11901.1 52.271 pse3458.34
XM_004929163.1 57.345 61.000 cce18.39.mRNA 56.134 DPOGS214113-TA 52.309 HMEL011400g1.t1 56.763 lac66.44.mRNA 59.775 leptidea_sinapisT00000003094 60.186 KPJ11908.1 57.755 pse259.10
XM_004929164.2 59.689 43.350 cce18.37.mRNA 58.623 DPOGS214114-TA 55.325 HMEL011399g1.t1 59.746 lac66.45.mRNA 58.908 leptidea_sinapisT00000019304 59.217 KPJ11909.1 60.071 pse259.9
XM_004929168.2 56.784 58.216 cce18.17.mRNA 53.416 DPOGS214262-TA 56.354 HMEL011382g3.t1 53.677 lac66.61.mRNA 51.332 leptidea_sinapisT00000018988 56.527 KPJ11929.1 54.070 pse988.23
XM_004929171.2 51.762 53.082 cce18.13.mRNA 43.940 DPOGS214126-TA 43.681 HMEL011377g1.t1 51.936 lac492.2.mRNA 48.620 leptidea_sinapisT00000015860 45.554 KPJ11933.1 49.630 pse988.18
XM_004929174.2 60.230 49.568 cce18.66.mRNA 60.554 DPOGS214127-TA 50.214 HMEL011374g2.t1 61.000 lac492.86.mRNA 55.088 leptidea_sinapisT00000016697 59.254 KPJ11936.1 54.829 pse988.33
XM_004929181.2 59.683 49.005 cce303151.3.mRNA 57.497 DPOGS214246-TA 59.974 HMEL033035g1.t1 57.788 lac492.20.mRNA 58.027 leptidea_sinapisT00000013896 57.234 KPJ11957.1 56.611 pse988.1
XM_004929183.2 57.926 40.475 cce303151.2.mRNA 58.444 DPOGS214140-TA 58.016 HMEL012832g2.t1 56.658 lac492.21.mRNA 58.632 leptidea_sinapisT00000006499 60.090 KPJ11959.1 59.499 pse1433.39
XM_004929184.2 58.025 37.167 cce6621.12.mRNA 54.241 DPOGS214141-TA 53.084 HMEL012832g1.t1 44.336 lac492.23.mRNA 46.617 leptidea_sinapisT00000009734 41.674 KPJ11960.1 39.900 pse1433.38
XM_004929195.2 45.718 43.271 cce303076.1.mRNA 44.185 DPOGS214144-TA 43.047 HMEL015634g1.t1 44.649 lac492.44.mRNA 42.872 leptidea_sinapisT00000016617 48.063 KPJ11753.1 41.480 pse1433.26
XM_004929198.2 46.776 43.700 cce2859.1.mRNA 47.408 DPOGS214145-TA 48.346 HMEL015636g1.t1 46.516 lac492.42.mRNA 44.684 leptidea_sinapisT00000018414 50.342 KPJ11754.1 52.613 pse1433.24
XM_004929203.1 50.036 49.100 cce2859.11.mRNA 51.187 DPOGS214150-TA 44.875 HMEL016412g1.t1 52.610 lac492.52.mRNA 44.037 leptidea_sinapisT00000019472 47.300 KPJ11764.1 43.546 pse1433.14
XM_004929206.2 47.365 46.280 cce2859.14.mRNA 52.912 DPOGS214151-TA 38.404 HMEL033018g1.t1 60.258 lac492.55.mRNA 53.005 leptidea_sinapisT00000007963 54.071 KPJ11766.1 48.172 pse1433.11
XM_004929208.2 55.404 50.992 cce2859.16.mRNA 52.539 DPOGS214152-TA 55.050 HMEL033016g1.t1 56.195 lac492.57.mRNA 53.236 leptidea_sinapisT00000002790 54.772 KPJ11768.1 55.570 pse1433.8
XM_004929210.2 43.677 45.656 cce2097.4.mRNA 44.077 DPOGS214216-TA 42.017 HMEL033013g1.t1 47.771 lac492.61.mRNA 45.366 leptidea_sinapisT00000017158 44.161 KPJ11772.1 39.056 pse1433.5
XM_004929211.2 46.487 47.962 cce2097.3.mRNA 52.394 DPOGS214154-TA 48.546 HMEL033014g1.t1 59.724 lac492.60.mRNA 52.943 leptidea_sinapisT00000019544 54.212 KPJ11771.1 44.444 pse1433.6
XM_004929215.2 58.870 59.217 cce2097.13.mRNA 57.861 DPOGS214213-TA 56.237 HMEL006799g1.t1 56.570 lac492.70.mRNA 59.523 leptidea_sinapisT00000013492 59.326 KPJ15193.1 55.955 pse165.5
XM_004929216.2 45.106 44.662 cce2097.14.mRNA 52.636 DPOGS214212-TA 47.106 HMEL006800g1.t1 44.273 lac492.71.mRNA 51.813 leptidea_sinapisT00000017373 46.858 KPJ15192.1 47.836 pse165.6
XM_004929217.2 49.539 46.995 cce2097.15.mRNA 53.448 DPOGS214163-TA 57.865 HMEL006801g1.t2 50.616 lac492.72.mRNA 51.308 leptidea_sinapisT00000005764 57.349 KPJ15191.1 57.364 pse165.7
XM_004929222.2 45.297 46.599 cce2097.17.mRNA 42.696 DPOGS214209-TA 49.520 HMEL006803g1.t1 44.877 lac492.75.mRNA 47.265 leptidea_sinapisT00000008504 42.946 KPJ15188.1 45.690 pse165.9
XM_004929223.2 49.281 46.426 cce2097.19.mRNA 55.847 DPOGS205321-TA 44.651 HMEL033007g1.t1 45.928 lac492.78.mRNA 47.780 leptidea_sinapisT00000017541 44.754 KPJ15186.1 46.326 pse165.11
XM_004929224.2 47.266 48.875 cce681.2.mRNA 50.811 DPOGS214207-TA 49.084 HMEL033006g1.t1 55.047 lac492.80.mRNA 47.788 leptidea_sinapisT00000010543 46.659 KPJ15184.1 47.476 pse165.13
XM_004929225.2 55.210 56.025 cce681.1.mRNA 55.250 DPOGS214165-TA 41.922 HMEL006806g2.t1 56.990 lac492.79.mRNA 54.008 leptidea_sinapisT00000013866 58.689 KPJ15185.1 52.335 pse165.12
XM_004929227.2 41.857 41.114 cce2481.24.mRNA 40.745 DPOGS214169-TA 41.132 HMEL033003g1.t1 44.443 lac66.65.mRNA 40.156 leptidea_sinapisT00000014272 45.373 KPJ15177.1 41.535 pse165.21
XM_004929230.2 45.569 45.387 cce2481.25.mRNA 42.294 DPOGS214206-TA 40.904 HMEL033004g1.t1 47.522 lac66.64.mRNA 45.789 leptidea_sinapisT00000006770 41.471 KPJ15178.1 43.978 pse165.22
XM_004929237.2 58.728 58.876 cce2481.20.mRNA 53.706 DPOGS214204-TA 61.000 HMEL033000g1.t1 61.000 lac66.69.mRNA 51.455 leptidea_sinapisT00000012821 58.930 KPJ15172.1 51.412 pse165.24
XM_004929239.2 55.032 56.384 cce2481.21.mRNA 60.336 DPOGS214173-TA 58.025 HMEL033001g1.t1 58.595 lac66.68.mRNA 56.632 leptidea_sinapisT00000018392 55.415 KPJ15173.1 56.648 pse165.23
XM_004929242.2 51.878 43.257 cce2481.9.mRNA 42.770 DPOGS214197-TA 40.228 HMEL007328g1.t1 45.613 lac66.78.mRNA 45.505 leptidea_sinapisT00000007307 43.516 KPJ15159.1 42.414 pse165.34
XM_004929243.1 45.831 41.601 cce2481.12.mRNA 42.182 DPOGS214199-TA 40.696 HMEL007323g1.t1 40.327 lac66.74.mRNA 40.331 leptidea_sinapisT00000004965 42.205 KPJ15165.1 41.270 pse165.31
XM_004929244.2 55.332 54.786 cce2481.14.mRNA 54.866 DPOGS214200-TA 55.330 HMEL007325g2.t1 61.000 lac66.76.mRNA 54.016 leptidea_sinapisT00000017873 60.988 KPJ15163.1 55.770 pse165.30
XM_004929245.2 45.892 41.809 cce2481.16.mRNA 48.501 DPOGS214176-TA 45.231 HMEL015076g4.t1 47.649 lac66.73.mRNA 48.038 leptidea_sinapisT00000008351 46.269 KPJ15167.1 43.426 pse165.28
XM_004929251.1 55.945 54.581 cce2481.3.mRNA 46.978 DPOGS214187-TA 54.506 HMEL002306g1.t1 52.242 lac66.85.mRNA 59.013 leptidea_sinapisT00000003765 55.271 KPJ15152.1 58.419 pse165.39
XM_004929252.2 50.093 58.469 cce2481.2.mRNA 50.649 DPOGS214191-TA 44.075 HMEL002305g1.t1 51.221 lac66.86.mRNA 54.145 leptidea_sinapisT00000016661 48.521 KPJ15151.1 51.346 pse165.41
XM_004929284.2 53.734 50.165 cce284.27.mRNA 55.596 DPOGS201549-TA 58.821 HMEL006322g1.t1 41.963 lac3119.1.mRNA 56.205 leptidea_sinapisT00000011056 55.763 KPJ13224.1 53.180 pse90.54
XM_004929287.2 56.237 52.755 cce1016.4.mRNA 60.061 DPOGS211808-TA 49.651 HMEL002740g1.t1 57.138 lac259.3.mRNA 56.681 leptidea_sinapisT00000007434 53.685 KPJ11839.1 56.190 pse367.5
XM_004929296.2 56.400 54.953 cce87.6.mRNA 52.921 DPOGS214091-TA 57.268 HMEL011431g1.t1 54.017 lac66.8.mRNA 51.060 leptidea_sinapisT00000004300 47.554 KPJ21385.1 51.455 pse3458.8
XM_004929302.2 50.861 53.508 cce2015.1.mRNA 51.076 DPOGS214283-TA 51.583 HMEL011411g2.t1 52.725 lac66.30.mRNA 50.050 leptidea_sinapisT00000013285 52.664 KPJ11894.1 50.334 pse3458.26
XM_004929303.2 57.867 40.336 cce18.40.mRNA 57.035 DPOGS214271-TA 58.590 HMEL011401g1.t1 57.156 lac66.42.mRNA 54.326 leptidea_sinapisT00000001126 50.230 KPJ11906.1 48.665 pse259.11
XM_004929304.2 52.839 52.613 cce18.30.mRNA 49.714 DPOGS214118-TA 49.451 HMEL033049g1.t1 52.101 lac66.52.mRNA 45.343 leptidea_sinapisT00000010680 51.138 KPJ11917.1 47.249 pse259.2
XM_004929312.2 58.483 46.336 cce18.10.mRNA 55.173 DPOGS214255-TA 53.388 HMEL011371g1.t1 57.599 lac492.5.mRNA 58.339 leptidea_sinapisT00000013107 60.171 KPJ11940.1 56.590 pse988.15
XM_004929315.2 45.196 40.740 cce18.8.mRNA 46.403 DPOGS214129-TA 40.067 HMEL011369g1.t1 49.224 lac492.7.mRNA 43.936 leptidea_sinapisT00000015183 49.814 KPJ11942.1 42.994 pse988.13
XM_004929318.2 58.586 39.551 cce13686.4.mRNA 45.328 DPOGS214135-TA 55.025 HMEL005671g1.t1 56.422 lac492.15.mRNA 57.070 leptidea_sinapisT00000020445 54.192 KPJ11950.1 55.242 pse988.5
XM_004929326.2 51.197 42.900 cce2859.10.mRNA 51.815 DPOGS214221-TA 46.282 HMEL016411g1.t1 47.247 lac492.51.mRNA 50.009 leptidea_sinapisT00000016520 48.449 KPJ11763.1 45.328 pse1433.15
XM_004929345.2 61.000 54.730 cce483.11.mRNA 56.998 DPOGS202772-TA 50.851 HMEL002685g1.t1 54.680 lac1689.4.mRNA 58.008 leptidea_sinapisT00000005305 56.677 KPJ06834.1 59.061 pse2020.19
XM_004929347.2 46.674 39.550 cce2395.1.mRNA 43.842 DPOGS202776-TA 48.913 HMEL002678g1.t1 51.048 lac1568.3.mRNA 42.383 leptidea_sinapisT00000019382 54.121 KPJ06842.1 38.441 pse281.3
XM_004929348.2 54.655 50.415 cce37133.5.mRNA 56.078 DPOGS202844-TA 57.305 HMEL009301g1.t1 61.000 lac1568.4.mRNA 52.350 leptidea_sinapisT00000006833 61.000 KPJ06843.1 59.271 pse281.4
XM_004929349.2 51.016 46.887 cce37133.6.mRNA 58.860 DPOGS202778-TA 44.560 HMEL009300g1.t1 53.445 lac1568.5.mRNA 42.236 leptidea_sinapisT00000007365 55.441 KPJ06844.1 51.358 pse281.5
XM_004929350.2 60.438 56.016 cce4929.2.mRNA 46.833 DPOGS202839-TA 55.159 HMEL034714g1.t1 59.898 lac6812.3.mRNA 57.412 leptidea_sinapisT00000018848 56.070 KPJ06850.1 57.782 pse281.11
XM_004929351.2 58.005 28.476 cce193887.1.mRNA 57.754 DPOGS202830-TA 55.983 HMEL009286g1.t1 57.403 lac741.5.mRNA 58.980 leptidea_sinapisT00000007880 51.297 KPJ06857.1 56.759 pse1899.5
XM_004929352.2 61.000 51.385 cce9657.18.mRNA 61.000 DPOGS202828-TA 59.562 HMEL009289g1.t1 55.614 lac741.4.mRNA 61.000 leptidea_sinapisT00000007805 55.370 KPJ06855.1 56.940 pse1899.6
XM_004929356.2 58.254 51.138 cce9657.11.mRNA 58.190 DPOGS202832-TA 56.236 HMEL009278g1.t1 54.824 lac741.9.mRNA 61.000 leptidea_sinapisT00000008431 39.921 KPJ06861.1 48.798 pse1899.3
XM_004929357.1 50.642 51.459 cce9657.9.mRNA 53.927 DPOGS202833-TA 51.273 HMEL009275g1.t1 55.551 lac741.11.mRNA 56.722 leptidea_sinapisT00000002975 57.451 KPJ06867.1 58.917 pse4378.2
XM_004929361.2 52.840 47.238 cce9657.5.mRNA 45.296 DPOGS202787-TA 58.921 HMEL006296g1.t1 57.034 lac741.15.mRNA 56.080 leptidea_sinapisT00000012029 53.198 KPJ06871.1 54.045 pse4378.5
XM_004929367.2 55.304 45.891 cce9657.1.mRNA 53.344 DPOGS202784-TA 48.025 HMEL034710g1.t1 56.962 lac741.20.mRNA 46.618 leptidea_sinapisT00000011516 46.127 KPJ06877.1 53.441 pse4378.9
XM_004929369.2 59.262 52.488 cce380.15.mRNA 54.976 DPOGS207659-TA 49.913 HMEL003752g1.t1 58.164 lac741.43.mRNA 53.268 leptidea_sinapisT00000009836 52.798 KPJ06880.1 58.009 pse3254.1
XM_004929371.1 54.167 49.018 cce380.9.mRNA 52.447 DPOGS202810-TA 51.686 HMEL003757g2.t1 55.736 lac741.28.mRNA 55.022 leptidea_sinapisT00000014882 50.724 KPJ06884.1 59.638 pse274.17
XM_004929373.2 57.485 56.892 cce380.5.mRNA 52.466 DPOGS202807-TA 50.804 HMEL003759g1.t1 47.025 lac741.34.mRNA 53.943 leptidea_sinapisT00000016884 48.103 KPJ06885.1 58.560 pse274.10
XM_004929374.2 56.978 50.705 cce3368.2.mRNA 48.813 DPOGS202806-TA 49.708 HMEL034706g1.t1 48.026 lac741.37.mRNA 46.785 leptidea_sinapisT00000015173 47.952 KPJ06887.1 52.434 pse274.8
XM_004929375.2 54.905 54.756 cce3368.4.mRNA 55.062 DPOGS202805-TA 56.898 HMEL005995g1.t1 58.513 lac162106.1.mRNA 55.189 leptidea_sinapisT00000001423 57.560 KPJ06888.1 56.546 pse274.7
XM_004929378.2 55.031 48.769 cce3368.10.mRNA 55.719 DPOGS202800-TA 51.922 HMEL003650g1.t1 55.296 lac1457.8.mRNA 49.392 leptidea_sinapisT00000019955 57.364 KPJ06895.1 58.660 pse147.3
XM_004929379.1 53.135 45.126 cce3368.9.mRNA 49.568 DPOGS202821-TA 46.079 HMEL003649g1.t1 54.505 lac1457.7.mRNA 45.090 leptidea_sinapisT00000012142 53.651 KPJ06894.1 54.151 pse147.1
XM_004929380.2 52.105 50.182 cce3368.14.mRNA 52.674 DPOGS202799-TA 58.660 HMEL003652g1.t1 58.404 lac1457.10.mRNA 56.042 leptidea_sinapisT00000005622 56.125 KPJ06897.1 54.536 pse147.6
XM_004929383.2 55.534 55.476 cce12655.4.mRNA 56.420 DPOGS207662-TA 52.693 HMEL002668g1.t1 57.518 lac3040.16.mRNA 57.251 leptidea_sinapisT00000011359 55.946 KPJ06908.1 56.866 pse5461.10
XM_004929386.2 52.295 56.263 cce12655.9.mRNA 56.405 DPOGS207654-TA 57.870 HMEL034701g1.t1 56.813 lac3040.12.mRNA 57.853 leptidea_sinapisT00000016268 54.617 KPJ06913.1 55.407 pse5461.5
XM_004929387.2 53.803 45.756 cce12655.10.mRNA 53.468 DPOGS207664-TA 54.181 HMEL002676g1.t1 48.916 lac3040.10.mRNA 47.663 leptidea_sinapisT00000006719 53.096 KPJ06914.1 54.886 pse5461.4
XM_004929388.2 46.734 44.470 cce12655.12.mRNA 50.625 DPOGS207665-TA 45.178 HMEL002677g1.t1 53.981 lac3040.9.mRNA 45.617 leptidea_sinapisT00000020128 47.745 KPJ06915.1 46.773 pse5461.3
XM_004929390.2 58.930 57.832 cce2324.3.mRNA 58.507 DPOGS207666-TA 53.573 HMEL009305g1.t1 55.842 lac3040.4.mRNA 56.412 leptidea_sinapisT00000009086 53.276 KPJ06919.1 58.169 pse1371.2
XM_004929391.2 58.878 57.138 cce2502.17.mRNA 54.961 DPOGS207668-TA 53.804 HMEL034720g1.t1 54.102 lac1362.2.mRNA 53.757 leptidea_sinapisT00000000013 56.626 KPJ06924.1 56.788 pse271.11
XM_004929394.2 61.000 57.001 cce9364.2.mRNA 56.120 DPOGS206247-TA 57.382 HMEL004804g1.t1 58.596 lac4140.1.mRNA 61.000 leptidea_sinapisT00000009541 60.341 KPJ06935.1 55.888 pse2865.4
XM_004929396.2 51.974 49.816 cce17940.6.mRNA 52.317 DPOGS200493-TA 52.785 HMEL008269g1.t1 50.536 lac3206.5.mRNA 48.654 leptidea_sinapisT00000012167 50.825 KPJ06941.1 49.473 pse4159.1
XM_004929400.2 59.307 54.715 cce15924.5.mRNA 57.788 DPOGS205992-TA 47.009 HMEL012803g1.t2 59.861 lac776.7.mRNA 49.842 leptidea_sinapisT00000020616 60.261 KPJ06958.1 59.549 pse1051.31
XM_004929402.2 52.151 54.752 cce15924.6.mRNA 54.605 DPOGS200498-TA 56.557 HMEL005107g1.t1 58.416 lac776.6.mRNA 49.897 leptidea_sinapisT00000009306 53.901 KPJ06959.1 54.615 pse1051.30
XM_004929403.2 54.417 55.123 cce5461.3.mRNA 49.680 DPOGS201962-TA 52.453 HMEL034766g1.t1 54.741 lac191.26.mRNA 51.684 leptidea_sinapisT00000009138 53.478 KPJ11091.1 54.973 pse1051.24
XM_004929404.2 61.000 47.911 cce5461.17.mRNA 61.000 DPOGS202004-TA 53.842 HMEL006584g1.t1 60.935 lac5509.3.mRNA 47.842 leptidea_sinapisT00000007972 56.932 KPJ11095.1 54.478 pse1051.37
XM_004929405.2 58.020 59.454 cce5461.16.mRNA 47.917 DPOGS202005-TA 49.450 HMEL009569g1.t1 53.923 lac5509.2.mRNA 58.287 leptidea_sinapisT00000001555 51.676 KPJ11094.1 55.406 pse1051.38
XM_004929407.2 55.668 47.029 cce7428.5.mRNA 60.060 DPOGS202001-TA 53.534 HMEL006580g1.t1 54.407 lac1060.5.mRNA 61.000 leptidea_sinapisT00000008335 50.041 KPJ11098.1 51.453 pse1051.19
XM_004929410.2 49.067 51.164 cce8970.3.mRNA 50.787 DPOGS201997-TA 47.033 HMEL034761g1.t1 57.687 lac9334.4.mRNA 53.205 leptidea_sinapisT00000004345 51.764 KPJ11233.1 45.998 pse1051.14
XM_004929411.2 57.148 58.821 cce8970.2.mRNA 55.546 DPOGS201979-TA 52.315 HMEL002632g1.t1 58.161 lac9334.2.mRNA 54.097 leptidea_sinapisT00000001574 58.904 KPJ11234.1 54.325 pse1051.15
XM_004929415.2 52.142 56.443 cce3.2.mRNA 54.608 DPOGS201990-TA 59.938 HMEL003361g1.t1 59.142 lac4109.2.mRNA 52.282 leptidea_sinapisT00000008662 55.056 KPJ11225.1 61.000 pse1051.7
XM_004929417.2 52.520 53.136 cce3.1.mRNA 51.060 DPOGS212608-TA 49.027 HMEL034861g1.t1 61.000 lac2754.5.mRNA 59.541 leptidea_sinapisT00000016095 54.043 KPJ11224.1 52.210 pse104.3
XM_004929422.2 47.080 45.885 cce2073.4.mRNA 54.567 DPOGS214062-TA 45.174 HMEL008275g1.t1 58.173 lac64.3.mRNA 48.796 leptidea_sinapisT00000018946 50.522 KPJ11216.1 46.779 pse2263.2
XM_004929427.2 51.256 51.808 cce2073.8.mRNA 50.337 DPOGS214060-TA 48.842 HMEL004979g1.t1 48.892 lac801.6.mRNA 53.174 leptidea_sinapisT00000009042 56.181 KPJ11211.1 54.198 pse2263.7
XM_004929428.2 54.912 53.486 cce2073.11.mRNA 58.135 DPOGS201993-TA 53.792 HMEL034788g1.t1 39.017 lac92456.1.mRNA 56.858 leptidea_sinapisT00000019374 47.539 KPJ11209.1 56.658 pse2263.10
XM_004929435.2 53.623 46.644 cce957.2.mRNA 50.156 DPOGS214055-TA 41.812 HMEL034786g1.t1 57.922 lac161998.22.mRNA 48.716 leptidea_sinapisT00000014030 50.485 KPJ11201.1 52.858 pse2263.19
XM_004929438.2 52.470 49.633 cce387.10.mRNA 52.534 DPOGS214051-TA 48.516 HMEL034784g1.t1 57.068 lac161998.9.mRNA 54.100 leptidea_sinapisT00000009272 50.722 KPJ11191.1 46.332 pse87290.1
